 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50
9414,104.083,107.405,68.885,84.500,100.190,98.081,78.355,70.344,107.111,92.108,103.857,88.595,112.269,106.216,129.472,111.308,132.353,101.885,102.235,96.088,124.500,104.875,102.200,129.667,114.312,90.324,78.312,108.882,80.529,88.206,74.846,60.265,62.387,86.129,97.308,110.781,73.290,53.912,79.812,102.762,112.615,104.853,109.812,98.385,93.381,79.176,53.281,63.935,54.912,70.935
9415,108.528,112.784,66.462,85.529,97.286,96.054,75.484,67.312,108.194,91.757,104.619,89.541,106.654,105.757,129.778,110.846,128.824,106.077,103.500,97.765,123.615,99.594,105.500,129.139,113.562,88.824,76.125,111.265,80.088,86.235,72.692,57.794,65.032,82.194,95.385,105.594,71.161,53.853,81.062,106.333,113.769,108.382,110.000,95.808,90.333,78.471,53.500,64.065,57.000,69.065
9416,102.917,110.243,66.423,83.176,101.905,94.649,77.032,70.781,107.500,92.946,101.286,88.297,109.231,106.108,129.028,113.808,132.441,103.923,103.265,95.706,123.462,101.906,102.600,127.722,113.094,87.765,71.875,109.441,81.118,86.294,72.538,62.088,66.452,83.935,97.308,105.844,71.871,54.176,76.719,102.190,114.231,107.294,109.000,100.077,92.238,78.324,54.594,65.645,56.794,70.968
9417,104.250,108.459,67.538,83.912,96.381,98.162,79.032,67.906,105.556,94.459,103.857,88.135,110.923,104.649,130.028,113.192,131.882,104.154,101.618,94.794,125.192,103.094,104.150,129.278,111.781,88.882,74.625,111.824,79.676,82.676,72.615,60.324,64.484,82.516,95.038,108.375,71.645,54.588,82.281,102.905,112.692,110.029,111.312,95.346,89.286,80.882,53.938,68.548,56.206,69.677
9418,101.750,107.919,66.731,86.088,100.143,96.027,76.097,67.469,105.111,94.162,104.619,87.459,109.615,106.351,127.944,110.192,131.529,106.577,102.794,97.176,126.808,103.188,105.450,128.556,110.438,89.059,78.188,109.206,81.559,87.206,74.462,62.324,66.871,84.968,96.154,106.156,70.903,54.824,78.719,102.762,117.308,109.029,107.188,94.808,92.714,79.706,53.094,64.548,57.412,68.903
9419,103.000,110.324,65.346,83.471,101.238,96.108,78.226,68.031,105.917,92.622,104.095,89.973,108.577,105.162,126.167,110.346,129.353,102.192,101.559,93.559,122.962,100.875,103.700,125.056,111.500,88.735,74.438,110.176,80.676,85.853,72.615,59.029,62.839,82.355,97.692,104.250,73.161,54.118,76.938,104.095,114.077,110.265,104.812,98.385,95.286,79.618,52.781,65.645,54.676,68.419
9420,105.722,108.378,66.577,86.500,99.667,95.649,76.774,67.750,106.889,93.108,101.952,88.054,108.231,103.649,128.556,112.769,127.353,103.115,98.735,93.824,124.308,100.688,99.950,125.250,114.031,89.294,73.562,110.500,84.059,83.500,74.038,59.324,62.871,83.484,96.346,108.531,72.677,53.706,78.188,103.905,112.077,110.294,110.188,97.808,91.333,78.559,52.344,65.871,58.000,69.839
9421,100.806,107.838,68.269,83.176,97.286,94.081,77.419,69.500,107.139,89.486,103.762,86.676,108.423,106.162,125.694,112.308,128.147,99.538,102.294,94.706,124.308,100.312,102.000,126.056,111.875,88.735,73.750,106.441,79.559,86.853,73.885,58.912,61.677,86.258,99.038,103.000,69.581,55.853,79.188,101.000,115.308,106.147,108.312,92.654,89.381,78.324,56.031,62.968,56.353,65.871
9422,103.278,108.243,66.462,84.206,100.333,95.108,77.839,68.188,107.361,91.703,101.143,88.892,110.500,103.108,130.750,109.500,130.294,103.885,103.471,92.882,124.462,102.562,101.050,125.361,112.594,86.500,74.250,108.647,80.029,85.735,70.846,58.941,61.871,81.935,95.885,104.906,72.677,53.382,77.844,103.714,113.500,107.529,110.000,96.654,91.095,77.912,53.500,63.935,53.794,69.129
9423,106.028,105.865,65.846,83.824,102.095,97.297,77.387,69.469,106.417,90.162,102.762,87.324,110.500,105.568,127.417,110.154,129.412,101.808,105.235,93.147,122.615,98.406,105.750,126.167,110.781,86.500,73.250,109.676,79.441,85.882,72.769,59.176,66.806,83.452,94.154,109.156,71.226,53.324,76.406,102.190,109.846,106.853,112.000,96.923,93.048,78.794,53.094,65.742,54.824,71.903
9424,102.417,109.622,63.423,83.529,100.381,93.757,76.645,66.969,103.917,89.703,100.762,91.162,113.654,103.892,129.500,112.346,130.500,105.038,103.235,93.559,122.808,97.969,100.700,125.639,109.875,84.647,73.875,110.529,79.971,82.912,74.000,59.088,64.323,81.742,96.423,105.312,73.290,53.794,77.375,102.762,111.423,106.441,110.375,96.731,89.143,79.882,52.969,66.258,56.529,66.452
9425,104.583,107.811,68.308,83.529,100.571,97.162,77.968,67.594,105.250,91.676,103.619,86.000,108.154,105.216,127.139,107.385,128.794,102.462,101.882,95.853,122.885,101.469,102.300,124.972,111.125,86.529,73.812,108.059,81.471,86.176,71.462,59.706,62.935,83.258,97.000,104.906,69.871,52.735,77.875,103.857,114.346,106.971,109.188,95.154,89.714,78.765,53.750,63.032,56.912,67.387
9426,103.500,107.000,66.192,85.176,100.905,93.838,77.677,65.312,106.250,92.135,103.190,90.081,110.154,104.486,126.639,112.154,129.529,100.962,99.559,95.559,121.692,104.312,100.400,125.472,113.844,83.529,76.500,109.882,78.882,86.029,74.231,61.382,62.032,81.161,96.385,103.688,71.548,52.529,78.906,101.095,111.462,109.882,110.250,93.500,89.333,78.471,52.062,66.097,56.059,70.161
9427,103.861,108.865,67.346,82.676,99.571,97.000,78.258,67.781,104.139,91.162,103.476,86.703,109.615,106.189,127.306,111.615,128.029,102.500,100.529,92.412,122.385,101.062,100.900,125.611,108.719,83.824,72.625,108.088,77.824,86.029,72.154,63.294,64.774,81.774,95.077,101.562,71.968,54.647,77.531,105.667,112.885,106.206,108.938,97.038,91.000,77.941,52.438,64.516,57.176,68.097
9428,100.639,107.595,68.038,86.853,100.667,96.595,78.323,67.219,101.917,91.703,102.429,87.297,108.615,107.270,126.639,111.346,127.441,101.500,103.706,93.500,122.115,99.844,105.400,124.333,108.281,86.059,74.375,105.735,78.500,85.059,68.846,59.735,62.387,82.323,91.846,102.125,73.839,54.853,79.156,102.095,110.038,106.441,107.875,93.077,91.190,77.206,52.062,63.387,57.324,67.903
9429,102.528,109.459,68.500,82.529,99.619,94.757,80.774,68.812,107.861,93.459,103.762,86.135,105.962,103.784,126.917,112.846,130.176,103.500,100.941,91.000,122.692,98.031,95.800,125.722,112.031,88.353,71.875,108.618,78.235,85.441,71.462,58.647,64.548,79.645,93.538,104.438,74.710,56.176,78.594,102.000,114.500,105.000,109.562,94.846,88.476,78.118,48.906,64.387,55.971,70.000
9430,101.167,107.784,67.115,83.559,97.524,93.270,77.323,66.656,104.528,91.865,103.905,87.676,108.000,103.973,128.444,109.115,128.324,100.192,101.118,94.853,123.385,99.312,98.800,123.917,109.188,86.294,73.625,108.382,79.471,85.059,70.346,60.941,66.323,82.000,97.308,104.875,72.290,56.324,81.750,99.190,109.308,103.382,108.938,91.962,91.095,75.500,50.375,64.581,55.088,69.839
9431,101.778,107.838,64.692,82.441,97.000,93.432,78.387,65.875,104.333,89.595,102.143,89.351,106.654,106.000,129.250,107.808,126.029,100.385,101.765,91.559,121.885,100.125,101.850,124.972,112.312,85.706,73.250,106.118,79.324,86.941,70.423,58.088,62.871,79.677,96.038,103.094,68.516,55.265,76.125,103.571,110.231,104.912,110.000,95.269,90.714,77.500,51.531,63.194,56.265,67.581
9432,102.222,105.703,66.615,83.059,99.619,95.135,77.065,65.969,107.333,90.757,100.524,87.892,109.192,104.054,130.111,106.462,127.147,100.808,102.676,93.588,121.308,99.062,103.700,124.500,112.312,85.559,71.188,108.471,79.206,84.765,72.538,58.500,60.710,81.903,92.885,105.406,72.710,54.029,78.719,104.381,111.462,107.029,110.125,94.231,90.667,74.735,52.438,65.161,53.824,68.839
9433,101.361,108.514,68.692,82.382,98.381,95.595,77.710,66.938,106.222,90.703,101.095,87.730,105.923,102.514,123.917,108.769,128.441,101.962,102.176,91.382,124.192,101.219,103.250,123.167,109.812,84.765,75.812,108.559,77.941,84.471,67.846,60.059,62.258,80.548,95.500,104.219,71.645,54.824,76.375,102.619,110.885,107.382,108.500,93.885,91.905,75.000,51.719,63.194,54.706,67.355
9434,102.083,107.811,67.346,81.147,98.333,95.324,77.645,66.625,104.556,90.595,101.476,86.649,107.692,102.405,125.222,106.654,125.471,100.615,101.294,94.176,119.808,103.844,99.600,125.806,111.688,84.294,76.000,107.588,78.118,86.676,72.231,57.676,63.903,79.548,93.885,103.344,69.871,55.676,78.594,101.143,111.038,107.324,109.125,94.346,92.238,76.559,47.656,64.387,54.912,66.903
9435,100.528,107.892,69.500,82.882,98.429,94.973,78.839,67.188,106.583,89.622,99.810,86.081,107.692,104.541,124.556,106.500,124.559,101.846,102.971,92.324,120.538,100.188,100.700,124.639,110.062,87.735,77.062,105.824,79.559,84.676,69.500,60.529,63.774,82.710,94.269,103.906,71.613,55.029,77.781,98.762,111.462,104.088,105.812,92.923,94.286,76.441,52.750,65.452,55.206,65.290
9436,102.083,110.297,68.731,82.529,99.429,95.649,76.419,69.031,104.667,90.865,105.571,85.838,109.269,102.378,127.639,107.038,130.529,101.654,104.765,91.676,122.538,99.188,103.200,122.861,110.094,84.324,72.062,106.000,80.882,86.882,72.846,59.853,63.516,81.710,95.308,101.812,70.419,56.971,79.031,98.238,111.000,104.941,106.375,94.077,87.238,77.618,52.062,61.226,56.706,66.677
9437,103.639,107.865,67.731,81.206,98.429,94.162,78.677,66.719,102.333,88.865,101.333,88.108,107.615,102.108,123.333,112.423,129.941,102.000,103.176,90.706,122.692,100.375,101.950,122.806,109.875,85.029,72.562,108.206,80.441,84.059,69.500,57.941,62.000,81.290,92.192,102.781,70.161,55.471,76.625,99.714,111.692,104.588,109.062,91.654,88.286,74.088,52.625,63.871,55.647,65.323
9438,102.083,105.459,68.500,78.824,99.238,94.243,76.484,65.906,104.083,92.351,99.333,85.351,109.538,101.351,123.806,112.423,128.118,103.269,100.059,93.088,119.500,102.094,102.050,123.861,108.250,85.559,79.062,107.824,80.676,84.647,68.654,62.265,63.355,81.000,93.538,104.188,67.484,54.029,77.375,100.238,109.808,104.647,108.875,92.846,90.143,76.294,52.094,63.258,56.088,66.742
9439,102.833,106.730,69.500,83.559,99.905,95.703,78.258,66.531,104.000,86.730,101.952,88.649,111.538,101.081,124.250,107.615,125.941,99.731,100.794,92.382,121.885,100.875,99.450,127.333,112.031,86.265,74.562,107.912,80.471,86.941,70.000,58.206,61.226,77.258,92.500,105.156,73.452,55.853,77.938,103.524,110.538,104.794,106.875,91.615,92.048,76.118,49.562,61.839,54.765,68.097
9440,99.556,106.811,66.846,79.676,99.000,95.486,77.806,64.719,102.417,87.703,98.048,87.324,107.269,103.297,123.833,106.654,127.206,100.077,100.559,92.147,120.077,100.844,100.500,126.278,108.969,84.353,73.250,106.412,81.618,84.294,71.000,59.824,61.839,80.903,94.885,106.719,70.000,54.265,79.469,99.571,111.538,105.000,104.375,96.000,88.190,76.912,52.188,60.419,54.882,67.645
9441,104.417,106.784,68.038,81.912,98.762,92.730,76.097,64.344,103.833,84.838,101.381,87.000,104.962,99.784,125.667,111.346,126.735,100.423,100.559,92.088,120.846,97.156,96.300,124.333,110.094,87.765,71.688,108.676,79.706,83.882,70.077,58.206,63.968,78.645,91.692,107.688,70.548,55.206,76.406,102.619,108.115,104.412,106.875,92.115,91.048,73.765,51.781,61.968,54.324,64.806
9442,101.417,102.703,67.308,81.765,99.238,93.351,75.645,64.844,102.278,88.378,99.714,86.243,107.308,99.784,122.583,110.577,125.206,98.423,102.324,92.000,122.154,100.812,98.850,125.472,107.531,86.588,75.062,108.647,76.735,85.059,69.423,61.559,62.516,81.323,94.115,100.844,69.484,54.441,78.500,104.619,108.231,105.059,106.062,94.885,89.667,75.618,50.250,64.452,56.471,66.935
9443,101.500,107.973,69.000,84.912,99.286,92.973,76.645,66.562,103.389,89.108,103.333,87.108,103.769,102.378,126.306,109.269,127.206,99.846,100.647,93.294,121.462,99.656,100.900,125.333,110.031,82.971,73.562,108.294,80.059,83.941,71.769,60.824,63.677,83.000,94.423,101.812,68.645,56.382,77.938,102.381,109.308,104.235,105.750,94.231,88.524,74.647,52.219,64.032,54.118,67.226
9444,104.417,102.973,65.692,79.853,95.952,92.541,75.968,67.750,103.528,88.297,100.810,86.838,105.885,104.865,125.250,107.462,127.588,98.231,99.647,93.206,119.308,97.062,100.100,123.750,106.938,85.382,72.500,107.676,78.265,84.735,67.615,61.088,63.065,78.839,93.962,104.500,68.000,55.500,75.625,101.810,107.885,102.765,105.188,92.000,90.810,75.294,51.875,62.581,52.941,66.839
9445,102.639,109.081,69.346,80.971,100.095,91.351,78.710,66.906,105.556,89.459,99.000,84.757,105.885,100.378,125.444,109.269,126.118,95.000,99.794,89.765,123.308,94.312,98.950,125.694,108.281,84.059,75.312,106.853,82.765,83.882,70.962,59.412,63.710,80.226,91.154,103.531,68.194,55.618,77.719,101.381,108.962,104.235,106.875,94.192,88.333,73.765,52.688,61.935,54.324,65.710
9446,102.778,106.865,68.423,81.853,98.810,90.432,77.935,65.094,103.722,87.378,100.286,85.676,106.577,97.459,125.694,107.154,125.206,99.192,98.912,92.529,122.038,98.594,100.700,122.750,109.531,84.676,69.375,104.529,79.529,83.765,69.769,59.559,61.452,79.161,92.423,103.406,67.742,55.382,75.719,99.190,107.192,102.618,106.000,94.154,88.619,76.618,52.594,61.097,54.588,65.129
9447,99.889,104.324,68.308,80.176,98.905,93.297,76.484,67.094,104.694,89.865,99.143,86.378,104.923,101.757,125.028,107.885,126.824,98.538,100.029,94.735,119.692,97.188,96.450,125.417,109.312,82.676,72.562,104.059,78.529,83.000,68.500,60.324,62.710,79.548,92.115,107.531,66.645,55.618,74.969,99.762,108.038,99.088,106.062,93.769,90.238,71.235,51.406,61.839,54.353,66.258
9448,100.750,105.216,65.846,81.529,96.905,94.757,78.774,65.625,103.333,85.892,103.238,88.649,106.885,103.486,126.417,109.192,126.118,100.692,97.324,92.471,120.769,95.812,99.400,124.083,106.219,82.941,75.000,108.235,79.000,86.176,71.077,57.265,60.935,79.000,91.462,103.219,68.839,55.559,76.125,98.714,111.038,104.265,108.125,93.538,89.048,75.353,51.188,64.645,55.000,63.645
9449,102.889,105.459,67.769,82.824,96.571,93.270,77.452,64.531,105.278,85.757,99.714,85.243,106.962,100.297,122.889,108.769,124.529,95.654,100.529,89.059,120.731,97.312,97.350,123.361,108.031,83.088,72.188,103.824,79.412,83.500,70.846,58.676,61.710,80.677,89.154,104.906,69.226,56.029,76.312,103.048,108.923,103.118,108.062,92.192,86.286,72.206,50.406,60.032,54.118,65.419
9450,101.000,105.081,65.654,80.529,98.524,93.595,77.000,66.312,102.111,89.027,101.714,85.378,106.846,99.703,123.972,110.000,124.618,98.269,98.735,88.588,117.538,97.750,100.850,124.194,108.031,82.412,72.438,108.147,76.471,82.029,66.423,59.471,63.452,77.935,92.308,100.875,70.355,54.853,78.906,93.952,109.808,105.235,106.875,92.615,87.048,72.059,52.156,61.968,55.912,67.194
9451,100.306,102.243,69.577,81.265,99.524,93.243,79.839,65.969,105.028,88.757,96.476,89.000,106.615,103.000,120.833,109.000,124.500,97.038,97.794,90.912,119.885,98.500,97.250,124.417,106.000,87.000,69.625,105.029,77.118,85.147,69.769,58.529,63.968,80.032,94.308,102.719,69.742,53.029,77.812,101.429,108.885,102.853,108.125,92.577,88.571,74.206,52.406,61.581,54.441,65.968
9452,99.833,99.324,68.115,80.971,97.714,95.486,79.129,65.688,102.306,88.649,99.714,84.270,104.154,101.514,122.750,108.654,124.294,95.885,100.324,91.882,116.615,97.094,96.100,122.833,107.906,85.000,71.562,103.176,77.824,84.912,67.462,57.029,62.968,78.742,92.808,103.062,70.226,54.118,75.312,94.619,103.577,103.235,108.938,94.154,86.952,74.088,50.281,61.065,55.088,66.129
9453,102.000,103.000,67.385,82.294,96.857,92.405,76.677,65.969,101.361,87.216,97.714,84.703,106.385,100.297,121.778,107.346,122.265,97.000,95.500,92.412,120.654,95.656,99.050,121.000,106.000,84.118,73.188,105.147,79.206,84.324,68.192,57.235,61.194,78.258,90.692,105.281,67.903,56.088,74.656,96.476,106.923,103.471,108.812,91.500,89.476,74.412,49.875,62.355,56.235,64.226
9454,102.000,103.216,66.346,80.618,98.429,94.622,76.484,66.000,102.917,86.541,98.810,86.405,102.846,99.649,121.694,108.000,122.912,99.654,100.147,87.559,117.808,98.812,100.750,121.778,106.438,81.794,76.688,104.647,78.676,84.412,70.269,59.059,62.097,77.903,95.808,106.469,69.452,55.088,76.719,98.286,108.846,102.912,107.562,94.154,87.048,75.853,49.781,63.355,52.676,64.484
9455,99.944,103.405,67.192,81.412,94.190,92.027,76.032,65.938,104.167,88.000,98.952,84.595,102.885,99.243,122.333,106.538,123.118,96.731,96.588,89.412,120.423,95.375,98.000,120.250,107.562,83.412,74.125,102.000,78.176,84.353,65.692,55.265,60.774,78.710,91.038,103.469,68.484,53.088,76.938,94.048,105.962,103.382,108.188,93.192,87.762,73.794,48.906,61.581,53.000,65.774
9456,100.667,102.000,66.385,79.882,95.905,92.541,75.806,63.531,100.556,87.811,101.810,87.378,102.962,100.514,120.444,107.885,124.647,94.769,97.853,90.676,120.923,98.188,95.200,125.389,103.594,80.588,70.500,105.618,77.000,82.529,70.346,57.735,63.097,76.516,91.462,104.344,69.161,54.647,75.156,95.810,105.346,104.353,106.250,90.115,87.714,70.765,52.094,61.161,55.059,63.871
9457,99.972,104.081,66.308,79.824,99.048,94.189,77.032,65.938,100.528,87.324,99.143,86.324,106.038,100.541,123.250,109.308,123.265,94.423,97.324,88.882,119.308,94.438,100.300,123.944,105.469,84.000,71.562,105.000,78.412,83.235,69.846,59.912,60.742,75.935,93.654,104.844,69.161,53.853,73.719,93.143,106.731,105.853,109.312,92.538,89.952,71.912,49.188,60.645,53.147,65.258
9458,99.944,105.811,68.654,81.618,98.333,93.568,76.097,64.344,98.611,86.784,97.333,86.568,102.885,99.919,122.639,106.231,123.824,98.154,97.529,91.853,119.231,96.188,97.250,123.472,106.719,83.029,73.750,104.088,77.765,83.353,68.654,60.206,63.129,77.903,92.269,105.281,68.645,54.765,76.438,98.476,106.923,104.471,110.875,92.538,87.714,73.941,51.812,63.032,54.971,64.613
9459,101.472,104.919,70.115,79.000,98.667,92.378,77.903,65.844,102.500,85.595,99.190,85.135,108.308,98.243,123.500,107.385,125.147,95.269,93.618,88.912,120.654,96.719,99.950,122.222,108.719,81.206,69.188,102.794,76.824,84.176,68.423,58.824,62.000,75.452,87.962,101.500,69.839,53.176,76.688,95.381,106.962,103.971,104.375,93.615,90.333,76.029,50.031,60.226,54.324,64.677
9460,99.611,102.027,67.308,81.441,95.476,94.649,78.871,64.844,99.583,88.405,98.857,84.568,103.923,100.757,123.528,108.692,123.912,94.115,99.029,88.353,122.577,93.094,97.350,124.583,104.156,84.147,73.688,103.500,77.412,83.118,66.769,57.029,63.000,76.742,89.692,101.812,66.871,51.676,74.250,98.238,105.846,104.735,106.875,92.692,84.429,71.294,49.312,62.548,54.265,64.161
9461,99.222,103.027,67.538,79.882,94.619,92.054,75.000,65.719,96.861,87.703,98.238,85.027,106.500,100.730,120.139,105.923,121.382,95.577,99.735,90.471,123.269,94.969,100.250,123.944,106.406,84.471,69.438,104.118,79.529,83.794,68.077,58.059,61.129,79.161,90.846,101.656,68.129,54.618,74.312,99.000,102.808,96.971,108.062,91.538,85.810,72.471,49.781,60.452,52.824,63.968
9462,100.917,102.459,66.385,79.676,95.905,92.027,78.194,67.562,99.167,86.730,96.857,82.838,103.269,99.676,123.639,109.077,123.294,94.808,98.265,89.912,119.615,96.812,98.100,120.667,104.750,82.794,69.750,105.353,78.118,83.912,68.923,56.235,61.258,79.323,91.154,101.625,69.065,52.971,75.062,99.429,103.192,103.912,106.312,88.808,88.571,73.059,48.438,60.258,55.441,63.871
9463,99.333,100.973,65.231,79.941,98.190,93.595,77.194,63.000,99.250,85.838,100.857,84.676,107.692,99.135,124.750,110.231,125.324,93.615,94.794,91.559,118.615,95.781,100.600,122.750,104.781,80.588,70.812,103.059,77.647,83.647,66.654,58.412,60.000,77.419,88.846,102.625,67.516,54.529,74.062,96.762,104.115,104.382,106.312,92.538,85.714,76.147,49.562,59.419,55.000,65.516
9464,98.194,103.027,66.769,80.824,98.048,95.081,76.935,65.406,100.083,85.757,99.143,88.000,107.538,101.784,120.472,110.538,120.559,94.769,97.324,86.706,119.192,95.812,97.550,119.500,109.500,83.206,71.500,104.794,77.500,84.118,68.846,58.471,62.194,77.677,87.500,102.219,67.548,54.265,77.031,98.190,107.423,101.706,101.188,91.192,87.762,73.235,50.250,62.226,54.824,65.516
9465,100.583,100.892,64.615,78.912,94.333,95.378,77.032,65.969,99.111,85.946,100.381,84.946,106.115,100.541,121.806,110.538,122.206,94.308,96.941,89.206,118.615,97.125,98.300,120.861,105.969,80.647,75.500,102.706,78.529,82.088,64.577,57.765,59.935,74.871,89.808,102.562,67.806,53.647,73.594,93.524,110.577,102.529,104.875,90.692,85.333,72.824,48.719,61.194,53.118,63.129
9466,100.806,103.189,68.192,81.441,95.952,96.541,77.000,66.438,100.833,85.054,99.429,84.811,102.154,96.297,123.000,107.846,125.206,93.615,96.471,88.676,120.423,95.250,98.200,121.889,107.156,82.559,68.938,103.824,77.000,84.147,66.577,55.059,60.677,75.742,91.808,103.750,66.419,53.765,74.188,95.190,104.923,103.971,101.188,91.769,85.714,70.471,49.250,62.194,53.471,63.290
9467,100.528,102.162,66.538,78.088,97.429,96.162,77.097,62.906,102.694,86.135,101.286,86.865,104.923,99.027,122.667,111.385,124.971,92.577,97.029,87.294,120.115,95.625,99.550,119.361,106.156,83.265,75.312,102.412,80.265,84.088,67.423,55.706,58.129,78.484,92.615,102.781,64.548,55.147,76.938,93.238,105.769,100.176,105.000,91.231,87.429,71.000,47.656,60.323,54.588,61.871
9468,100.306,101.811,67.615,78.265,96.619,96.595,75.710,64.031,101.417,87.757,98.714,83.189,104.423,99.919,119.806,110.192,122.735,92.000,96.088,86.471,119.654,94.938,96.650,117.083,104.406,85.324,69.875,101.441,78.824,83.618,70.038,60.588,63.097,76.097,90.846,101.812,64.387,51.088,73.719,96.143,103.808,103.706,103.438,90.962,85.619,69.882,49.125,59.774,52.676,64.258
9469,99.444,99.622,66.308,78.206,95.619,93.324,74.290,65.406,100.528,85.919,94.619,83.595,104.231,97.216,121.806,107.462,120.765,96.654,96.588,88.412,116.654,93.688,95.750,118.111,107.844,84.618,68.688,102.529,78.118,79.265,64.269,56.941,58.935,79.323,87.192,100.844,67.742,54.382,76.125,94.714,103.115,97.853,104.750,88.769,88.476,73.000,49.219,60.065,53.588,64.323
9470,96.444,98.378,67.538,77.559,98.714,93.243,76.194,64.688,99.917,88.622,102.810,86.351,102.885,99.811,123.167,110.615,125.147,91.769,97.353,89.294,116.769,95.281,100.250,121.500,105.625,80.471,71.500,100.471,75.853,83.912,66.500,58.794,62.161,76.000,89.692,101.844,66.323,54.235,76.562,94.952,104.000,99.118,108.000,87.038,88.762,72.853,47.500,58.194,52.088,63.677
9471,96.222,100.541,65.423,79.824,95.238,94.946,76.581,62.719,98.611,86.243,97.810,83.973,105.308,98.108,123.833,106.000,122.500,93.000,97.235,88.441,121.692,96.969,95.050,116.833,103.938,83.471,72.500,100.559,75.000,81.765,65.038,57.676,60.032,77.677,91.346,102.000,66.226,53.824,73.719,95.952,105.577,99.265,107.812,88.923,85.571,69.824,47.406,58.839,54.471,62.161
9472,96.222,97.784,64.423,79.176,96.524,95.459,77.032,65.031,99.111,88.054,95.667,82.378,102.846,101.595,125.083,106.154,122.353,91.038,95.971,89.324,119.808,93.406,97.450,119.333,104.875,81.324,68.312,102.000,79.500,82.412,66.462,60.559,57.677,77.935,89.115,103.844,65.645,54.559,71.688,96.429,103.269,100.382,103.875,89.538,83.190,71.059,49.719,57.710,53.971,62.806
9473,99.056,103.919,63.269,78.265,98.571,94.135,78.000,63.000,98.917,86.351,97.381,83.514,105.038,98.054,122.583,108.731,123.500,92.115,96.206,86.324,119.692,94.281,97.750,119.278,102.969,84.882,73.188,99.265,76.088,83.029,66.462,58.412,60.065,76.839,88.692,101.188,66.742,53.412,72.969,96.381,103.577,100.941,101.688,88.000,85.238,71.412,50.656,61.613,53.529,63.548
9474,97.444,102.081,64.808,81.706,93.381,91.189,76.806,64.188,97.500,85.270,97.762,85.108,101.846,101.730,122.972,105.923,123.382,93.692,97.529,88.912,118.731,98.812,99.550,120.306,103.219,79.971,73.188,101.000,76.647,80.853,67.192,59.647,61.000,77.613,89.115,102.750,65.387,54.000,74.594,96.381,104.154,100.088,104.750,90.885,86.810,72.206,50.156,59.581,53.647,65.871
9475,98.222,102.081,65.808,80.000,97.667,95.676,77.097,62.906,100.889,86.000,97.286,82.351,101.269,98.919,119.861,103.923,119.941,93.077,97.971,87.324,116.308,95.531,95.250,121.472,103.750,83.441,69.688,98.853,73.971,84.088,65.154,56.765,59.935,76.484,90.385,102.969,66.355,53.647,72.625,98.952,105.538,101.853,100.188,89.269,88.762,70.500,49.125,57.258,54.235,63.032
9476,99.778,100.514,64.231,79.206,97.238,94.514,75.419,61.812,99.556,84.757,98.238,84.622,102.500,98.973,123.111,107.654,120.559,89.115,99.235,89.265,118.385,95.625,94.950,117.500,103.094,81.206,71.188,99.824,76.912,79.853,66.923,59.000,59.000,75.935,87.038,99.625,68.323,54.382,72.406,98.905,105.846,102.088,107.625,87.538,85.619,71.882,48.812,58.387,53.853,64.484
9477,99.361,101.514,66.423,79.294,98.667,92.946,75.065,64.000,99.639,86.568,97.905,82.892,104.846,98.730,120.111,107.462,119.824,92.154,95.471,86.559,117.577,96.250,97.950,121.583,103.156,81.059,70.062,98.529,76.088,85.706,62.231,57.794,61.097,74.129,88.577,102.500,65.871,53.765,73.500,96.905,103.962,102.000,102.938,90.538,88.667,71.588,48.969,56.742,54.382,62.677
9478,96.222,98.162,64.269,79.147,94.143,92.892,74.968,64.375,99.389,87.865,100.000,82.784,104.846,98.027,118.639,108.385,120.676,89.769,96.853,85.353,117.808,95.500,95.950,121.222,104.438,81.000,70.062,101.206,74.853,81.647,65.692,58.412,59.065,74.935,88.077,101.406,68.355,53.559,75.344,93.048,104.846,96.471,103.500,90.077,86.476,71.853,50.125,56.000,54.029,62.645
9479,98.639,101.486,66.154,77.029,97.286,97.108,74.871,64.750,98.389,84.622,95.905,83.865,104.654,99.405,123.083,107.269,120.588,90.885,96.735,88.235,117.423,96.125,96.400,120.917,104.844,79.941,71.750,100.441,76.765,79.794,63.654,57.676,58.935,74.613,92.192,100.375,63.548,53.765,72.031,96.714,103.231,100.029,104.812,90.115,86.571,71.147,50.344,57.613,52.441,62.226
9480,95.306,99.378,64.923,78.206,97.619,96.027,76.839,63.531,99.111,84.432,100.810,83.432,100.615,99.703,120.278,104.962,122.206,91.231,95.824,87.382,120.769,94.281,96.550,119.750,104.469,78.000,66.875,98.853,76.324,79.588,64.385,56.706,60.774,73.355,90.731,103.125,66.161,53.471,70.188,96.952,106.423,98.912,101.812,91.154,86.000,70.118,48.719,58.903,51.500,63.161
