 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50
1,40.639,35.649,26.115,32.088,27.810,29.865,33.806,29.906,24.611,34.378,49.381,41.568,28.462,28.595,43.278,38.654,36.029,27.923,34.559,26.441,36.846,31.469,36.450,48.056,37.062,30.059,39.812,33.647,24.529,27.941,21.731,25.176,24.419,26.613,26.885,42.062,21.774,21.706,18.969,33.333,30.308,33.765,26.750,25.769,30.333,20.471,14.156,25.613,19.353,24.452
2,38.750,33.649,24.231,31.706,28.333,30.351,35.129,28.781,24.333,34.595,45.429,40.811,28.808,27.514,44.083,38.962,35.676,28.154,34.500,26.941,38.654,32.188,36.300,47.028,36.000,27.941,39.312,33.353,25.206,26.529,21.154,25.265,22.645,28.452,28.423,42.844,23.258,21.559,17.469,33.667,30.423,36.382,27.688,27.423,32.381,20.471,15.844,23.645,18.735,24.387
3,38.722,34.514,26.423,31.941,27.667,30.405,33.806,29.094,24.639,34.189,48.619,41.514,27.308,27.595,46.500,40.154,35.118,28.577,33.353,26.176,38.462,33.781,34.050,48.278,38.562,27.853,38.688,31.941,24.765,25.647,21.769,25.529,23.194,27.452,28.385,41.781,24.387,23.118,18.000,33.762,27.769,36.206,27.938,26.885,32.048,21.824,15.844,25.452,19.765,23.677
4,39.444,33.108,25.769,33.412,25.619,31.838,34.677,29.406,25.167,34.405,46.048,41.459,28.923,26.784,44.750,40.308,36.265,27.346,35.176,26.353,37.923,31.656,36.350,45.139,36.250,29.176,39.438,35.059,25.824,26.000,24.038,24.647,23.355,27.903,26.308,41.812,22.903,22.000,18.625,32.762,29.192,34.853,28.000,26.038,31.095,21.265,16.938,24.645,18.353,24.161
5,38.917,34.108,24.462,31.147,27.286,29.838,34.129,28.406,25.500,34.838,47.905,41.000,30.000,28.622,45.556,40.654,36.059,28.269,35.588,26.147,39.385,34.281,35.700,46.639,36.531,29.118,40.812,34.765,24.147,27.088,21.615,25.971,23.065,26.452,28.962,41.125,24.355,22.118,17.781,32.667,28.808,37.324,28.688,26.962,30.238,21.794,16.375,25.000,18.235,23.613
6,35.778,33.459,25.885,31.735,29.048,29.811,35.548,28.062,25.250,35.892,44.667,41.757,28.654,28.865,44.833,39.615,37.500,28.000,35.882,24.647,37.962,32.812,33.050,45.694,36.375,28.676,40.062,35.412,25.029,27.147,22.731,25.676,21.323,27.226,28.077,42.125,23.935,22.235,16.094,34.048,30.885,33.647,27.375,26.692,31.429,21.029,17.750,24.065,19.529,23.871
7,38.111,33.324,26.346,31.500,28.905,31.324,34.774,27.625,25.389,33.054,46.286,41.459,29.115,28.135,45.333,39.538,35.618,28.615,36.118,25.706,39.538,32.594,35.850,46.417,35.938,29.059,39.438,31.676,24.206,25.647,21.269,25.176,22.452,26.806,26.231,41.531,23.968,22.529,18.125,31.619,33.192,35.500,27.938,26.654,31.952,20.471,15.344,23.581,17.735,24.387
8,38.917,34.297,24.769,30.206,28.476,29.324,37.548,28.000,26.389,35.135,45.905,41.000,29.077,28.595,45.222,40.885,35.853,27.808,39.265,26.824,38.385,34.844,37.900,46.167,38.281,29.088,42.938,35.059,24.412,26.235,22.346,25.765,22.548,27.613,26.615,42.625,22.323,23.647,19.094,36.429,34.923,36.324,28.250,26.577,30.000,22.029,16.625,23.677,20.441,24.677
9,38.528,35.243,27.731,32.324,28.857,29.000,33.839,28.750,24.583,34.189,49.238,40.838,28.769,28.649,45.278,39.500,35.676,28.038,40.706,25.324,37.654,33.125,35.950,48.722,37.469,30.206,40.812,33.588,24.618,26.059,20.654,25.412,22.452,27.935,28.423,43.062,23.194,20.265,17.594,33.571,35.885,33.735,28.812,28.000,33.381,22.294,15.750,25.516,19.559,22.387
10,36.944,36.108,26.308,31.529,28.238,29.297,31.968,27.938,24.111,35.703,48.333,41.541,29.269,26.757,47.444,41.077,35.941,29.923,44.441,27.206,37.962,33.562,35.400,44.833,37.344,28.353,38.562,34.853,23.676,26.735,23.154,26.882,22.097,26.323,27.000,41.469,22.581,21.265,18.125,30.095,38.423,36.176,27.688,27.385,32.905,21.794,16.000,23.258,18.941,23.323
11,37.417,33.757,22.731,31.559,27.333,30.108,34.742,27.469,23.889,35.892,47.762,40.865,28.154,28.865,44.972,39.538,35.912,28.846,44.059,26.882,38.923,33.031,34.950,47.694,36.031,28.147,41.562,34.735,25.147,26.147,20.038,26.735,22.290,27.161,27.846,41.250,23.097,21.265,17.031,34.476,34.769,35.794,27.750,26.846,32.429,20.647,15.688,23.419,19.059,24.613
12,37.444,33.703,27.231,32.500,27.619,29.270,35.161,28.375,24.333,34.297,47.619,40.595,29.038,29.000,44.139,39.000,36.353,28.500,42.324,27.235,38.308,32.500,33.600,44.861,35.562,28.794,40.938,34.794,24.059,27.029,23.231,24.059,21.774,26.774,26.731,42.656,23.581,21.588,17.594,31.714,36.154,35.588,27.625,27.577,32.048,22.353,15.594,23.161,18.529,23.613
13,39.611,34.514,25.923,31.176,27.667,29.216,34.645,30.094,25.750,35.324,47.333,41.676,27.269,27.703,45.333,39.115,36.941,28.615,44.765,26.382,39.038,31.781,36.100,47.222,36.594,26.912,39.125,34.294,24.529,27.853,19.538,26.382,22.903,26.548,26.346,41.125,22.065,21.853,17.188,34.619,36.038,36.412,27.125,25.885,33.190,21.029,15.344,23.065,20.059,24.323
14,38.639,35.243,24.385,32.412,25.952,29.027,34.742,28.656,24.472,33.865,46.524,42.000,29.115,28.081,45.889,38.231,35.088,29.308,42.912,27.529,40.192,32.750,35.200,46.028,37.281,29.382,38.125,34.118,23.176,24.853,22.192,25.118,22.677,27.355,25.731,42.781,22.968,20.912,17.562,34.857,34.692,35.882,27.938,28.615,29.429,21.735,15.438,23.129,19.735,22.710
15,38.000,35.676,26.000,30.794,29.524,29.054,34.484,29.531,25.417,33.514,48.905,41.784,26.808,27.216,43.167,41.231,37.647,27.577,42.324,27.971,39.346,32.406,34.850,47.306,37.844,29.147,38.438,33.000,25.176,26.912,21.577,24.853,22.194,27.226,27.923,41.594,21.581,22.118,17.781,35.143,33.115,35.500,28.375,26.231,32.143,21.000,15.281,24.194,18.588,24.387
16,39.556,33.919,25.000,30.647,26.238,28.703,33.452,29.938,26.056,34.649,48.857,42.676,30.154,28.432,44.556,41.423,36.412,28.038,40.206,26.824,38.423,32.625,34.200,46.278,37.906,26.588,42.438,33.853,25.824,26.676,21.077,26.176,22.774,26.710,27.731,42.469,22.000,24.382,17.906,31.762,33.962,36.029,26.938,28.500,29.476,20.882,14.688,23.903,19.559,25.387
17,37.611,34.838,26.769,30.676,28.286,32.027,34.161,30.469,23.722,33.000,49.238,41.459,29.000,29.243,44.111,41.115,36.353,26.654,42.324,25.118,37.385,33.969,35.000,47.389,35.969,27.147,37.375,33.000,25.176,27.529,23.269,25.676,22.677,28.452,28.192,44.031,24.387,23.265,18.219,31.381,33.077,37.676,26.375,27.923,27.810,21.294,14.938,23.097,19.000,22.258
18,38.028,37.189,25.077,33.176,26.810,29.649,34.226,29.281,25.389,34.162,48.619,41.000,29.231,28.892,44.056,41.808,36.265,27.077,42.912,26.676,38.385,33.875,34.450,48.528,36.219,29.647,41.375,34.765,24.971,27.912,21.577,25.294,21.323,26.484,28.077,43.719,22.806,21.382,17.531,33.952,33.423,36.324,27.875,26.154,31.000,22.794,15.031,24.323,18.882,23.032
19,40.444,37.162,26.808,31.500,28.143,31.189,35.226,29.125,24.917,34.000,48.762,40.108,28.538,28.054,43.389,41.654,35.912,29.885,42.324,25.676,36.462,32.906,34.750,45.000,38.062,29.324,41.062,34.765,25.176,27.059,21.808,24.853,23.613,26.581,26.308,43.812,23.355,23.029,17.344,32.429,32.731,34.059,26.750,27.769,30.524,20.441,15.031,23.355,18.765,23.742
20,38.833,35.892,28.038,33.324,27.524,29.973,35.613,29.031,25.750,34.784,49.857,39.730,28.154,28.703,43.722,38.615,37.206,27.192,40.735,27.265,38.231,32.938,33.700,45.111,37.469,28.000,42.375,33.882,23.912,25.912,22.577,25.324,22.677,26.581,29.577,43.406,25.129,21.706,17.750,35.524,32.423,36.029,28.188,26.615,30.857,21.088,15.125,23.323,20.059,23.097
21,37.167,37.432,25.731,30.882,27.048,29.054,35.581,29.844,24.222,36.243,49.333,39.730,28.231,29.108,46.167,38.577,37.000,26.462,41.559,27.059,37.731,33.219,33.250,45.861,36.469,27.588,39.812,34.265,25.176,27.176,22.692,24.382,24.419,26.806,25.885,41.188,22.516,22.059,18.219,35.095,33.423,37.382,26.750,26.731,30.333,21.824,16.250,24.065,17.765,23.645
22,39.028,38.351,25.192,32.647,26.810,28.162,33.581,29.406,25.917,35.027,46.333,40.757,30.385,27.270,44.667,40.577,36.059,27.115,40.529,26.912,36.846,32.469,35.350,45.306,38.188,27.029,40.500,34.353,25.824,26.471,20.077,24.882,24.129,27.484,27.385,42.812,22.645,22.265,18.250,32.810,33.923,35.647,29.625,26.500,29.667,21.794,15.594,24.161,20.088,24.032
23,38.806,37.216,26.500,32.765,27.238,30.081,34.032,29.344,24.111,35.622,47.333,42.486,27.154,28.946,43.694,41.769,35.676,29.462,40.353,25.941,38.654,31.844,33.700,44.528,37.969,26.971,39.125,34.206,23.529,26.118,22.462,26.441,25.516,27.548,26.231,41.281,24.323,21.882,18.781,32.000,31.462,33.471,24.812,28.308,30.810,21.441,17.594,23.516,19.206,22.871
24,38.417,36.757,26.500,30.735,27.667,30.324,34.000,29.469,25.500,34.730,45.571,40.297,28.731,28.757,45.889,40.423,35.265,29.000,39.529,26.412,39.500,33.094,33.150,43.194,37.000,28.706,39.000,33.412,24.294,27.294,21.269,26.676,24.677,28.258,26.885,41.438,21.871,23.235,17.406,33.714,35.846,35.676,30.188,26.731,30.238,20.588,17.031,23.387,19.088,22.097
25,38.472,37.865,25.885,32.676,28.762,29.919,34.968,29.094,27.250,34.676,45.857,41.108,27.462,28.432,44.194,38.038,36.176,28.615,41.324,27.176,39.423,33.125,35.150,44.194,35.969,28.029,40.250,33.559,25.324,27.176,20.500,24.147,23.871,26.968,27.500,43.844,23.839,21.265,16.062,35.571,32.154,34.882,28.938,27.885,31.952,20.029,16.500,24.613,19.912,22.935
26,39.194,38.811,23.346,32.912,28.048,30.405,35.032,30.688,26.028,34.405,45.476,42.081,27.692,28.432,44.583,39.000,35.176,29.192,41.206,26.235,37.885,33.219,34.750,43.833,36.188,28.029,40.875,34.324,25.324,27.441,22.538,25.324,24.903,27.032,26.923,40.594,22.645,22.618,19.219,31.381,35.000,34.735,27.125,29.038,31.762,22.588,16.219,26.161,18.471,25.323
27,39.556,38.432,26.923,31.559,27.619,30.432,34.871,29.656,25.389,32.270,44.048,41.243,30.538,28.432,43.778,39.962,35.088,28.308,42.941,26.794,38.500,31.750,34.150,44.639,36.844,27.206,40.438,35.706,25.353,26.618,20.423,26.559,24.806,27.290,28.731,42.219,21.774,21.324,19.094,34.952,34.000,35.353,27.750,27.192,30.286,20.853,16.688,23.677,20.441,23.774
28,39.444,37.622,25.962,32.794,27.095,30.351,34.548,29.781,26.028,34.108,48.619,40.973,29.192,28.649,46.722,38.423,36.588,29.000,43.294,24.441,38.731,33.125,35.200,43.389,36.500,28.853,42.312,33.912,24.294,26.294,21.846,26.176,25.613,27.935,29.538,41.594,24.226,21.971,18.500,32.571,35.500,36.676,25.688,28.231,31.429,20.500,15.281,24.097,19.353,23.968
29,39.167,38.865,26.538,31.382,28.000,30.270,33.129,28.969,26.028,35.027,48.905,42.270,29.231,29.486,44.250,39.154,35.500,28.077,43.529,25.529,38.423,34.125,33.800,45.222,35.406,28.441,41.562,33.765,24.000,26.324,22.731,24.118,25.516,26.290,26.231,40.250,21.742,21.824,18.594,31.905,34.038,35.912,28.500,25.500,33.571,21.412,16.000,24.774,18.324,24.032
30,38.278,37.919,25.962,31.618,27.714,30.297,34.484,28.219,24.472,35.054,45.476,41.378,28.308,27.622,44.722,38.115,35.382,26.808,42.147,26.794,36.577,33.500,35.550,43.694,34.562,27.412,39.062,32.912,25.882,25.765,21.346,26.735,24.032,27.323,29.308,42.156,22.645,21.765,18.125,32.476,33.192,35.676,26.375,26.231,32.333,21.735,16.094,23.774,18.618,24.323
31,37.528,38.000,25.538,31.235,28.429,30.189,34.613,27.531,24.722,34.757,48.857,42.649,27.731,29.405,45.389,40.615,36.824,27.346,44.471,27.676,39.731,32.094,34.750,43.611,34.750,28.735,39.188,32.735,24.118,26.382,22.615,24.559,24.032,25.710,30.000,43.719,22.065,22.500,19.031,34.571,34.346,34.147,28.875,27.077,31.476,21.765,16.938,22.613,17.765,25.258
32,37.139,36.811,25.654,30.559,26.810,28.946,32.677,27.562,25.556,33.730,46.571,39.108,28.885,28.757,44.083,41.577,35.441,30.192,43.559,27.588,37.077,32.094,35.400,45.611,39.156,28.618,42.000,34.059,24.941,26.441,22.500,25.235,23.419,28.032,26.385,42.625,23.065,21.941,17.375,33.476,36.654,34.912,29.000,26.308,29.810,21.706,15.750,24.774,20.588,24.484
33,39.917,37.351,24.038,31.676,27.714,29.324,35.871,28.062,25.417,35.973,46.762,42.378,30.038,27.865,45.639,38.615,35.265,28.577,43.471,26.324,37.385,32.969,33.050,42.167,37.094,28.500,41.688,33.382,25.853,25.882,21.500,25.971,24.355,28.387,27.885,41.469,23.290,20.824,17.625,35.571,35.846,36.265,29.375,26.962,30.095,20.853,15.156,24.032,19.088,23.226
34,37.500,36.595,24.385,31.353,28.524,30.459,33.194,26.750,26.306,35.270,48.143,41.757,28.000,28.351,44.417,40.077,36.559,29.423,42.676,26.324,37.769,33.375,33.400,44.083,36.500,29.794,39.938,34.000,25.588,26.118,21.115,24.824,22.290,29.323,27.115,41.906,23.548,21.676,17.625,32.952,33.885,35.471,24.750,26.462,29.905,20.559,17.188,24.903,20.029,23.387
35,38.778,34.378,27.154,33.059,27.667,31.081,34.935,29.219,23.944,35.757,47.333,42.162,28.538,28.297,44.139,40.269,36.088,28.231,41.147,25.971,37.962,32.625,32.900,43.583,37.188,26.294,38.688,34.529,24.853,26.765,22.923,25.441,24.484,26.645,28.192,41.406,23.968,21.471,17.219,35.905,33.654,35.441,25.625,27.346,35.238,22.382,14.906,24.419,19.176,23.258
36,39.972,34.108,25.885,31.441,27.333,31.486,33.774,27.625,24.750,33.027,47.857,41.459,28.346,28.324,43.472,39.654,34.824,28.231,39.559,25.647,38.538,32.281,34.350,43.472,37.000,28.353,41.562,35.382,24.265,26.559,21.615,24.941,21.613,25.903,26.923,40.344,23.323,23.088,17.969,32.905,31.385,35.382,26.750,30.077,30.286,20.412,14.906,25.226,19.971,24.194
37,39.167,33.108,26.423,31.676,28.810,30.027,34.129,28.250,25.333,33.135,47.429,41.784,28.500,28.973,44.167,40.885,35.735,27.654,39.912,25.441,38.538,33.094,35.550,45.000,38.188,28.029,40.375,33.441,25.353,25.529,22.231,24.647,22.774,27.258,28.385,41.781,23.065,23.794,18.219,32.714,30.769,34.618,29.062,27.038,32.952,23.029,15.438,23.935,19.235,23.581
38,40.194,33.135,25.077,29.853,26.095,29.514,36.194,30.156,25.472,35.351,47.476,40.676,29.346,26.649,45.194,41.231,35.794,29.385,39.000,26.853,37.538,32.781,34.350,45.111,36.281,27.441,42.625,34.147,23.676,27.735,21.654,25.206,23.226,27.677,27.615,44.281,21.290,23.147,15.844,33.619,31.423,34.118,26.375,26.654,27.857,21.588,15.250,23.419,20.000,25.419
39,39.250,33.757,26.885,33.529,27.333,31.108,36.419,29.344,24.944,33.919,45.619,41.405,29.308,28.189,44.556,41.538,36.118,29.000,35.912,27.088,37.692,31.625,34.350,45.028,34.656,29.118,41.188,33.294,25.471,24.853,22.231,25.294,23.710,27.355,26.692,42.406,23.774,22.294,18.500,31.143,31.577,34.088,26.812,28.192,31.952,23.441,16.906,24.903,19.176,24.452
40,39.000,35.297,25.192,30.765,28.857,31.000,34.581,26.906,24.611,35.838,48.810,41.054,27.308,28.649,43.889,40.346,36.735,28.654,36.588,28.324,36.577,32.906,35.250,45.667,37.531,26.765,36.438,34.941,23.324,24.559,21.577,25.382,23.516,28.613,27.154,43.469,23.645,21.588,18.031,30.810,31.000,34.618,28.188,27.115,31.000,21.059,15.844,23.032,18.706,23.516
41,37.556,34.568,24.385,30.824,28.476,29.838,34.645,29.344,24.667,35.405,47.143,42.378,27.538,27.730,43.889,40.808,36.500,27.038,37.412,25.794,36.692,30.844,31.400,44.500,36.250,28.265,40.062,35.382,25.618,26.382,22.462,26.735,22.194,25.742,28.423,41.156,23.871,22.324,18.000,32.000,29.500,35.353,27.375,26.462,30.619,20.441,15.469,23.290,19.088,25.419
42,39.472,34.000,25.346,32.706,28.000,29.405,34.903,27.531,25.778,36.432,45.476,40.595,28.308,29.649,44.389,37.808,33.588,27.615,35.353,25.941,36.000,33.562,33.000,45.167,37.469,28.147,37.500,35.088,25.794,28.353,20.577,26.853,22.484,27.065,26.423,44.094,24.645,24.088,17.312,33.762,28.269,34.824,28.000,27.692,30.048,21.706,15.375,23.839,19.176,21.677
43,39.056,36.162,24.731,32.676,26.000,30.541,36.032,27.938,23.889,34.216,47.286,40.676,27.654,28.162,46.722,39.731,37.588,26.769,34.824,25.559,38.115,34.250,34.650,43.722,36.438,28.941,40.062,33.059,24.706,27.088,22.500,26.000,21.161,26.129,27.346,41.469,22.871,22.412,17.969,33.571,30.654,36.735,30.438,28.154,32.190,22.441,16.281,23.226,19.382,24.613
44,39.639,35.622,25.769,32.647,29.476,30.081,33.677,29.094,25.111,34.676,44.619,40.324,27.308,27.811,45.056,41.231,34.147,27.231,34.971,25.853,38.846,31.719,34.250,45.889,37.375,28.529,41.312,32.559,25.618,27.559,22.500,24.853,23.000,28.484,26.500,42.219,23.290,21.735,16.656,33.905,30.115,35.559,27.188,27.423,29.333,21.588,14.812,25.710,19.206,23.677
45,39.278,35.568,26.538,32.382,29.333,30.162,35.258,28.438,25.833,35.459,44.333,41.324,29.538,29.514,44.944,41.577,35.176,27.038,35.559,26.235,39.885,32.938,33.800,60.722,36.719,27.618,38.625,33.294,23.941,25.176,21.846,27.000,23.000,27.516,27.192,44.750,22.645,20.853,17.906,34.095,28.923,35.324,27.688,26.808,30.667,21.294,15.562,25.226,18.265,24.581
46,38.583,36.108,25.538,31.029,28.476,29.270,35.677,28.156,24.778,33.189,49.143,43.405,28.577,28.405,44.139,41.154,36.147,27.115,35.147,26.706,39.769,33.812,33.500,63.472,34.938,30.294,36.688,34.706,24.882,26.382,20.538,26.176,22.452,27.355,26.885,46.250,22.129,22.147,18.125,33.143,30.038,33.882,26.812,27.577,30.333,21.824,15.781,23.323,19.794,24.935
47,37.278,35.595,25.423,31.588,28.238,30.270,34.161,27.094,25.306,33.405,46.000,39.784,29.308,28.973,44.250,40.577,36.294,28.038,37.882,25.912,38.692,31.438,31.050,64.250,36.406,28.559,36.438,34.971,24.618,27.000,21.154,25.676,23.774,27.871,27.885,46.344,22.290,23.029,16.750,32.333,31.885,36.118,28.188,28.192,30.714,21.824,15.500,23.935,20.088,22.710
48,41.611,36.189,27.231,32.971,28.190,29.973,35.903,28.438,25.556,35.162,48.286,40.514,28.269,27.351,43.750,39.731,35.676,29.577,39.265,25.824,39.654,32.094,32.450,60.667,36.594,28.882,39.438,34.588,25.706,26.471,22.885,25.588,22.161,26.258,26.923,43.312,23.452,21.971,17.844,33.857,33.654,34.971,27.875,25.885,31.524,21.559,15.094,23.645,18.324,24.129
49,40.972,38.216,27.231,30.853,28.524,28.946,34.774,28.562,24.528,34.405,48.238,41.622,28.115,26.162,44.306,40.038,34.618,28.231,39.647,27.265,38.654,31.875,35.400,57.611,36.344,28.765,41.938,33.676,24.412,26.235,22.846,26.059,23.774,26.839,28.923,43.656,23.839,22.529,18.469,35.286,34.962,34.794,27.188,26.808,30.476,22.029,14.031,25.806,19.676,24.839
50,39.056,39.162,25.846,31.882,28.667,29.811,33.645,25.875,26.472,35.351,45.524,40.297,30.231,29.054,45.778,41.115,35.382,29.154,41.294,27.324,38.115,32.469,32.250,57.694,37.031,28.765,43.438,32.971,25.647,26.706,20.846,24.941,23.452,29.097,26.962,43.812,21.129,23.529,18.656,32.905,34.231,37.265,28.125,26.385,31.190,22.235,15.781,24.097,18.500,24.258
51,37.583,39.054,25.077,32.647,26.857,31.081,33.548,27.469,25.000,34.919,43.476,40.946,28.231,28.784,46.389,41.500,37.265,26.885,44.324,27.912,39.346,33.031,34.450,52.889,37.844,28.176,42.250,35.059,24.000,27.000,21.500,26.353,22.968,27.742,27.038,41.562,23.935,22.382,17.969,34.048,34.808,32.912,29.500,27.308,31.429,21.235,15.219,21.452,18.824,24.355
52,40.083,37.216,25.654,31.706,28.000,30.973,34.968,28.844,25.972,34.757,48.286,40.405,28.538,28.108,44.222,41.769,37.235,27.269,45.588,27.235,39.231,32.844,33.400,52.361,36.500,28.529,38.438,33.706,24.382,26.412,21.385,26.324,24.065,25.806,27.962,44.344,24.226,21.559,18.594,33.952,34.038,34.559,26.688,26.538,29.857,19.412,14.781,24.097,18.029,24.968
53,39.222,37.297,27.038,30.882,28.048,28.973,34.258,28.094,25.389,34.027,48.381,40.892,30.462,27.919,43.806,39.692,35.529,27.846,48.824,26.000,39.538,34.125,33.650,51.000,37.031,26.971,40.188,35.206,24.912,24.265,22.615,26.706,21.742,28.710,26.846,43.938,23.548,21.794,17.312,33.714,34.615,33.794,27.250,27.654,31.238,21.941,16.469,24.968,18.941,25.677
54,37.000,39.162,25.846,32.941,26.476,28.000,34.226,26.188,24.056,35.243,47.143,41.243,29.192,26.568,45.111,40.885,34.971,27.346,48.147,27.118,39.500,32.781,34.300,48.472,35.969,27.735,40.500,34.147,25.706,24.765,21.615,26.412,22.710,26.774,28.000,43.000,24.323,22.559,18.062,33.476,33.385,35.500,28.812,27.192,31.524,21.735,16.594,25.581,18.618,25.032
55,39.639,40.216,26.154,32.000,26.286,30.973,34.903,26.625,24.306,34.811,45.143,42.351,28.769,28.649,44.667,41.846,34.529,28.808,47.676,25.588,38.115,35.531,34.500,48.528,35.344,27.588,40.750,32.059,25.912,27.000,22.231,26.471,22.806,27.935,26.692,39.906,23.677,20.588,18.875,35.095,32.769,38.059,28.250,26.885,31.810,20.853,15.844,24.000,21.147,24.355
56,38.472,39.054,24.538,31.206,29.048,30.135,36.000,27.062,25.500,35.000,46.810,39.595,27.615,29.297,46.833,41.654,35.971,27.231,42.912,24.941,37.154,33.312,33.500,47.306,36.031,28.147,39.750,34.029,25.353,25.147,22.115,24.971,21.419,26.806,27.269,43.750,22.290,21.794,18.406,33.810,33.115,37.059,26.375,26.154,31.762,23.029,14.969,24.032,18.882,25.355
57,36.889,38.405,27.192,32.147,27.143,30.189,32.516,28.375,24.889,33.730,47.190,41.135,27.385,28.027,42.722,41.769,36.824,27.192,42.618,26.441,38.692,32.875,33.800,48.806,37.469,28.176,42.625,35.000,25.265,26.706,22.077,24.618,21.935,27.194,27.577,41.969,23.194,21.676,17.406,35.333,30.308,36.235,28.750,28.385,31.667,21.265,15.156,23.484,18.853,24.774
58,39.389,37.270,25.462,32.206,29.476,30.486,34.839,29.281,24.611,35.135,48.571,42.054,30.038,29.811,44.583,40.192,37.088,28.962,39.941,26.382,40.308,32.344,35.950,45.694,36.625,28.176,38.875,33.824,24.824,25.882,21.846,25.412,22.677,27.871,26.308,38.781,21.742,21.765,18.000,34.238,30.962,36.735,28.375,26.462,28.667,21.794,14.906,24.645,19.382,26.452
59,40.528,35.378,25.577,32.000,30.286,29.459,34.129,26.906,23.917,33.405,47.190,40.514,28.231,27.054,44.667,41.192,37.382,29.654,37.882,25.441,39.308,33.344,33.850,45.611,36.312,28.794,35.625,36.059,26.059,25.794,20.038,26.059,22.387,28.613,28.000,41.656,23.226,21.176,18.594,34.857,28.885,33.500,26.312,25.654,28.810,22.353,16.469,24.645,19.176,23.903
60,40.528,35.541,25.308,33.441,28.095,30.568,32.355,26.438,25.250,34.784,47.857,40.189,29.538,28.622,43.194,37.077,36.853,26.692,40.324,26.265,38.577,32.250,34.000,46.306,34.812,28.029,37.438,33.059,24.794,25.941,20.462,26.000,22.290,25.903,26.769,43.750,24.226,22.118,17.312,31.286,30.462,34.588,28.562,26.077,29.333,20.794,15.875,24.645,18.294,22.484
61,38.389,38.486,27.692,33.147,28.524,30.054,34.258,29.531,25.500,33.919,46.238,42.027,30.654,27.405,46.306,38.923,38.235,26.423,38.529,25.735,36.962,33.094,34.050,46.889,36.812,28.324,37.125,34.853,24.529,27.176,21.462,26.559,23.323,27.129,26.231,42.562,23.452,21.882,17.812,34.000,30.385,35.294,29.938,28.077,32.238,21.118,16.500,25.032,18.676,25.645
62,40.361,35.378,25.308,29.971,27.524,32.784,34.710,27.250,24.083,35.676,45.905,39.676,27.769,29.297,45.083,40.808,37.147,27.962,36.206,26.000,36.692,32.625,35.750,44.389,35.281,27.735,40.812,32.412,26.853,27.882,23.077,24.794,22.194,28.258,26.308,42.000,24.613,23.294,17.875,36.238,31.115,35.853,29.250,27.346,28.952,19.853,16.000,24.097,19.441,23.419
63,38.972,35.730,25.192,31.647,27.667,30.135,34.742,28.094,26.278,35.027,47.190,40.676,30.077,28.649,43.500,39.692,35.647,28.577,35.471,26.912,39.346,34.250,33.450,47.722,35.469,29.382,41.688,34.000,25.971,24.382,22.808,24.676,23.161,28.194,28.192,42.750,23.290,20.794,17.594,33.952,28.423,36.029,29.188,28.038,32.143,21.765,15.188,24.710,19.941,24.516
64,39.861,35.216,24.615,31.559,27.524,30.514,34.226,27.938,25.583,36.378,46.952,41.054,28.500,28.568,44.861,41.038,36.882,27.269,35.265,27.235,37.000,31.625,33.350,43.611,37.000,27.824,39.750,34.324,23.853,26.353,22.923,26.441,22.613,26.419,27.308,41.812,23.355,21.118,17.438,34.000,31.038,35.412,27.188,26.846,30.810,20.618,14.938,23.419,18.853,24.548
65,38.111,36.027,25.769,30.794,27.762,31.081,33.871,29.125,24.667,34.865,46.905,40.243,29.038,30.027,46.417,40.308,37.824,26.808,36.265,27.324,39.077,31.750,35.550,43.333,37.375,28.735,44.188,34.294,25.794,26.294,21.038,24.029,22.935,28.065,27.269,41.188,22.548,20.824,18.844,32.714,31.385,36.088,29.188,26.654,29.714,21.559,16.125,24.677,18.147,23.419
66,39.528,35.270,27.192,31.088,29.381,29.892,36.226,25.938,25.583,33.027,47.143,41.243,28.423,29.027,44.222,40.923,37.441,28.231,35.471,29.324,38.692,30.906,34.400,44.861,36.594,29.029,39.125,33.647,24.265,27.971,23.769,25.882,21.645,29.097,27.577,42.094,22.032,21.647,16.531,32.524,30.269,35.853,26.375,26.885,30.429,21.765,15.312,24.645,17.912,24.290
67,38.750,35.405,24.808,33.000,27.048,30.108,33.613,27.625,23.167,34.811,48.857,43.838,30.615,28.108,44.111,41.038,35.765,26.692,35.235,30.647,38.462,30.844,36.750,44.472,36.812,28.941,40.125,33.529,24.765,23.206,22.115,24.529,22.935,27.161,27.731,41.594,22.419,21.647,18.219,31.714,28.154,34.088,29.812,27.769,32.048,22.059,16.219,24.484,18.882,23.581
68,37.667,34.757,24.385,30.647,28.238,30.568,34.710,28.312,25.056,34.946,49.524,42.162,28.962,27.784,45.000,41.885,35.441,29.192,35.206,32.000,38.462,33.406,34.300,45.278,36.750,27.941,41.500,33.735,25.853,26.853,20.462,25.676,21.968,27.742,26.423,42.438,24.226,21.882,17.438,31.476,30.808,35.118,28.188,26.538,33.238,21.676,14.719,22.129,20.471,24.161
