0,-0.068366667,-0.117633333,-0.011933333,0.092466667,0.376733333,0.063666667,-0.020833333
0.006667,0.072633333,-0.086633333,0.116066667,0.027466667,0.432733333,-0.093333333,0.026166667
0.013333,0.050633333,-0.145633333,0.080066667,0.056466667,0.327733333,-0.083333333,-0.055833333
0.02,0.027633333,-0.175633333,0.080066667,0.009466667,0.306733333,-0.077333333,0.038166667
0.026667,0.063633333,-0.151633333,0.060066667,0.003466667,0.469733333,-0.053333333,-0.007833333
0.033333,0.058633333,0.049366667,0.052066667,-0.144533333,0.405733333,-0.056333333,0.006166667
0.04,-0.035366667,-0.148633333,0.013066667,0.015466667,0.362733333,-0.016333333,0.060166667
0.046667,0.114633333,-0.162633333,0.059066667,0.075466667,0.274733333,0.130666667,0.051166667
0.053333,-0.004366667,-0.115633333,0.020066667,0.104466667,0.222733333,0.107666667,-0.038833333
0.06,-0.037366667,-0.055633333,0.022066667,0.165466667,-0.015266667,-0.140333333,0.070166667
0.066667,-0.026366667,-0.246633333,0.037066667,0.154466667,0.042733333,0.235666667,-0.004833333
0.073333,-0.121366667,-0.076633333,-0.031933333,0.044466667,-0.123266667,-0.098333333,-0.107833333
0.08,-0.026366667,-0.107633333,-0.019933333,0.171466667,0.008733333,-0.086333333,0.087166667
0.086667,0.033633333,-0.020633333,0.048066667,0.190466667,0.040733333,-0.055333333,0.035166667
0.093333,0.120633333,-0.069633333,-0.091933333,0.087466667,-0.092266667,0.086666667,0.072166667
0.1,0.068633333,0.222366667,0.123066667,0.061466667,-0.170266667,0.254666667,0.073166667
0.106667,0.051633333,-0.037633333,0.051066667,-0.006533333,-0.146266667,0.026666667,0.014166667
0.113333,0.028633333,0.020366667,-0.021933333,0.072466667,-0.095266667,0.017666667,-0.033833333
0.12,-0.053366667,0.141366667,-0.031933333,-0.154533333,-0.159266667,0.099666667,0.061166667
0.126667,-0.147366667,0.165366667,-0.029933333,-0.049533333,-0.202266667,-0.001333333,-0.058833333
0.133333,-0.119366667,0.106366667,-0.117933333,-0.235533333,-0.276266667,-0.078333333,0.034166667
0.14,-0.115366667,0.088366667,-0.044933333,-0.048533333,-0.295266667,-0.103333333,-0.164833333
0.146667,-0.066366667,0.063366667,-0.045933333,-0.183533333,-0.236266667,-0.184333333,0.092166667
0.153333,0.149633333,0.072366667,-0.062933333,-0.048533333,-0.117266667,0.007666667,0.154166667
0.16,-0.053366667,0.220366667,-0.066933333,-0.101533333,-0.309266667,0.072666667,-0.125833333
0.166667,-0.020366667,0.038366667,-0.078933333,-0.047533333,-0.384266667,-0.036333333,-0.018833333
0.173333,-0.011366667,0.232366667,-0.070933333,0.060466667,-0.229266667,-0.000333333,-0.076833333
0.18,0.025633333,0.127366667,-0.055933333,-0.085533333,-0.205266667,-0.020333333,-0.077833333
0.186667,-0.016366667,0.055366667,0.061066667,-0.161533333,-0.084266667,0.026666667,-0.012833333
0.193333,0.056633333,0.115366667,-0.038933333,-0.125533333,-0.130266667,0.054666667,-0.069833333
0.2,-0.005366667,0.212366667,0.042066667,-0.146533333,-0.134266667,0.138666667,-0.055833333
0.206667,-0.018366667,0.046366667,-0.053933333,-0.023533333,-0.133266667,0.190666667,-0.137833333
0.213333,-0.080366667,0.099366667,-0.069933333,-0.189533333,0.013733333,0.107666667,-0.071833333
0.22,-0.158366667,0.041366667,0.019066667,-0.111533333,0.010733333,0.063666667,-0.120833333
0.226667,-0.116366667,0.045366667,-0.031933333,-0.284533333,-0.075266667,0.261666667,-0.080833333
0.233333,-0.005366667,0.047366667,0.065066667,0.049466667,0.136733333,0.122666667,-0.091833333
0.24,0.035633333,0.054366667,-0.016933333,-0.121533333,0.010733333,0.090666667,-0.079833333
0.246667,-0.078366667,0.168366667,0.171066667,-0.065533333,0.095733333,0.056666667,0.008166667
0.253333,0.003633333,0.138366667,0.024066667,-0.257533333,-0.103266667,0.097666667,-0.080833333
0.26,0.035633333,0.111366667,0.031066667,-0.141533333,0.058733333,0.032666667,-0.061833333
0.266667,-0.021366667,0.237366667,-0.000933333,-0.104533333,0.048733333,0.102666667,-0.023833333
0.273317,0.004633333,0.220366667,-0.042933333,-0.032533333,0.157733333,0.074666667,-0.122833333
